station_id,first_seen,last_seen,active_days,rent_events,ret_events,name,lat,lon,gu,dong,addr,span_days,activity_ratio,total_events,in_current_list,station_type
ST1220,2024-08-01,2026-04-01,609,262714,281125,타슈관제센터,36.402205,127.309734,유성구,외삼동,대전광역시 유성구 외삼동 421,609,1.0,543839,True,CONTROL
ST1027,2024-08-01,2026-03-31,587,63136,62545,만년동 한밭수목원(동원),36.369245,127.388462,서구,만년동,대전광역시 서구 만년동 396,608,0.9655,125681,True,ACTIVE
ST0763,2024-08-01,2026-04-01,584,61878,62080,어은동 한빛아파트(126동 건너편),36.363151,127.352945,유성구,궁동,대전광역시 유성구 궁동 1-34,609,0.9589,123958,True,ACTIVE
ST0373,2024-08-01,2026-04-01,585,59948,60158,구성동 카이스트 서쪽 쪽문,36.364171,127.358968,유성구,구성동,대전광역시 유성구 구성동 23,609,0.9606,120106,True,ACTIVE
ST1016,2024-08-01,2026-04-01,577,56495,56633,궁동 충남대학교 학생회관,36.366454,127.345568,유성구,궁동,대전광역시 유성구 궁동 220,609,0.9475,113128,True,ACTIVE
ST0412,2024-08-01,2026-03-31,577,55220,55205,도룡동 무역전시관입구(미래에너지움 앞),36.374363,127.387482,유성구,도룡동,대전광역시 유성구 도룡동 3-1,608,0.949,110425,True,ACTIVE
ST1039,2024-08-01,2026-04-01,581,48902,48935,둔산동 타임월드,36.352923,127.379151,서구,둔산동,대전광역시 서구 둔산동 1033,609,0.954,97837,True,ACTIVE
ST0426,2024-08-01,2026-04-01,584,48514,48580,둔산동 샘머리아파트(209동),36.36104,127.390447,서구,둔산동,대전광역시 서구 둔산동 1518,609,0.9589,97094,True,ACTIVE
ST0191,2024-08-01,2026-04-01,577,46574,46572,어은동 유성구청,36.361701,127.357402,유성구,어은동,대전광역시 유성구 어은동 59-12,609,0.9475,93146,True,ACTIVE
ST0406,2024-08-01,2026-03-31,579,42973,42857,봉명동 홈플러스 유성점,36.359421,127.354083,유성구,봉명동,대전광역시 유성구 봉명동 669,608,0.9523,85830,True,ACTIVE
ST0192,2024-08-01,2026-03-31,577,41993,42055,궁동 다솔아파트 입구,36.361324,127.34789,유성구,궁동,대전광역시 유성구 궁동 418-2,608,0.949,84048,True,ACTIVE
ST0446,2024-08-01,2026-03-31,573,41850,41873,월평동 미래빌딩,36.360274,127.376789,서구,월평동,대전광역시 서구 월평동 271,608,0.9424,83723,True,ACTIVE
ST0407,2024-08-01,2026-04-01,576,41211,41253,둔산동 하이마트,36.35547,127.379202,서구,둔산동,대전광역시 서구 둔산동 962,609,0.9458,82464,True,ACTIVE
ST0764,2024-08-01,2026-04-01,585,41148,41289,어은동 어은치안센터 입구,36.360821,127.354303,유성구,어은동,대전광역시 유성구 어은동 106-3,609,0.9606,82437,True,ACTIVE
ST1026,2024-08-01,2026-03-31,574,40740,40463,만년동 한밭수목원(서원),36.369195,127.387595,서구,만년동,대전광역시 서구 만년동 396,608,0.9441,81203,True,ACTIVE
ST0375,2024-08-01,2026-03-31,579,39898,40318,구성동 카이스트 창의학습관,36.370596,127.362976,유성구,구성동,대전광역시 유성구 구성동 23,608,0.9523,80216,True,ACTIVE
ST1023,2024-08-01,2026-03-31,580,39392,39457,봉명동 매드블럭,36.358699,127.343662,유성구,봉명동,대전광역시 유성구 봉명동 608,608,0.9539,78849,True,ACTIVE
ST0415,2024-08-01,2026-04-01,579,38790,38842,월평동 선사유적지공용주차장,36.361898,127.379217,서구,월평동,대전광역시 서구 월평동 243,609,0.9507,77632,True,ACTIVE
ST0408,2024-08-01,2026-03-31,581,37679,37696,오류동 서대전역,36.322134,127.404813,중구,오류동,대전광역시 중구 오류동 170-1,608,0.9556,75375,True,ACTIVE
ST1021,2024-08-01,2026-04-01,581,36958,36973,궁동 버스정류장(유성구청 방향),36.360527,127.349743,유성구,궁동,대전광역시 유성구 궁동 29-3,609,0.954,73931,True,ACTIVE
ST1033,2024-08-01,2026-04-01,584,35659,36913,둔산동 정부청사 입구(남문),36.359685,127.385324,서구,둔산동,대전광역시 서구 둔산동 1517,609,0.9589,72572,True,ACTIVE
ST1172,2024-08-01,2026-03-31,582,35902,35858,월평동 다모아아파트 상가,36.362754,127.367896,서구,월평동,대전광역시 서구 월평동 311,608,0.9572,71760,True,ACTIVE
ST1056,2024-08-01,2026-03-31,578,35860,35853,월평동 백합네거리,36.362352,127.376361,서구,월평동,대전광역시 서구 월평동 222,608,0.9507,71713,True,ACTIVE
ST1085,2024-08-01,2026-03-31,576,35398,35408,봉명동 유성온천역 6번출구,36.354255,127.341439,유성구,봉명동,대전광역시 유성구 봉명동 552-11,608,0.9474,70806,True,ACTIVE
ST0193,2024-08-01,2026-04-01,581,35110,35154,궁동 온천교(충남대학교 방면),36.360726,127.344422,유성구,궁동,대전광역시 유성구 궁동 482-6,609,0.954,70264,True,ACTIVE
ST1058,2024-08-01,2026-04-01,580,35234,34834,어은동 카이스트 학사식당,36.373495,127.359509,유성구,어은동,대전광역시 유성구 어은동 44,609,0.9524,70068,True,ACTIVE
ST0065,2024-08-01,2026-03-31,576,34092,34177,정동 대전역(대한통운 건너편),36.332329,127.431977,동구,정동,대전광역시 동구 정동 27-9,608,0.9474,68269,True,ACTIVE
ST1192,2024-08-01,2026-04-01,585,33376,33908,가장동 래미안 210동 건너편(스타벅스 옆),36.335061,127.389317,서구,가장동,대전광역시 서구 가장동 190,609,0.9606,67284,True,ACTIVE
ST0097,2024-08-01,2026-03-31,574,32884,32925,월평동 월평역 2번출구,36.358149,127.363708,서구,월평동,대전광역시 서구 월평동 510,608,0.9441,65809,True,ACTIVE
ST0442,2024-08-01,2026-03-31,582,32814,32977,둔산동 수정타운아파트 상가,36.359179,127.395393,서구,둔산동,대전광역시 서구 둔산동 909,608,0.9572,65791,True,ACTIVE
ST1032,2024-08-01,2026-03-31,578,32457,32009,둔산동 정부청사역 4번출구,36.357979,127.382026,서구,둔산동,대전광역시 서구 둔산동 949,608,0.9507,64466,True,ACTIVE
ST0482,2024-08-01,2026-03-31,583,32141,32205,구암동 구암역 3번출구,36.356438,127.331084,유성구,구암동,대전광역시 유성구 구암동 96-3,608,0.9589,64346,True,ACTIVE
ST1341,2024-11-30,2026-03-31,447,31835,32173,구성동 카이스트 정보전자동 (1410),36.368165,127.364611,유성구,구성동,대전광역시 유성구 구성동 23,487,0.9179,64008,True,ACTIVE
ST0008,2024-08-01,2026-03-31,576,31934,31942,둔산동 농협 둔산중앙지점,36.358919,127.390044,서구,둔산동,대전광역시 서구 둔산동 926,608,0.9474,63876,True,ACTIVE
ST1257,2024-08-01,2026-03-31,581,31659,31709,궁동 유성문화원,36.359936,127.341183,유성구,궁동,대전광역시 유성구 궁동 469-1,608,0.9556,63368,True,ACTIVE
ST0132,2024-08-01,2026-04-01,582,30845,30841,둔산동 향촌아파트(101동),36.35227,127.376113,서구,둔산동,대전광역시 서구 둔산동 970,609,0.9557,61686,True,ACTIVE
ST0525,2024-08-01,2026-03-31,580,30340,30506,태평동 유등마을(112동),36.330758,127.398262,중구,태평동,대전광역시 중구 태평동 254-4,608,0.9539,60846,True,ACTIVE
ST0445,2024-08-01,2026-03-31,575,30286,30298,월평동 황실타운 상가,36.359912,127.37186,서구,월평동,대전광역시 서구 월평동 302,608,0.9457,60584,True,ACTIVE
ST1024,2024-08-01,2026-03-31,582,29946,29994,만년동 행정복지센터,36.367645,127.375195,서구,만년동,대전광역시 서구 만년동 2,608,0.9572,59940,True,ACTIVE
ST0687,2024-08-01,2026-03-31,579,29818,29957,용문역 1번출구,36.337799,127.393557,서구,용문동,대전광역시 서구 용문동 257-2,608,0.9523,59775,True,ACTIVE
ST0449,2024-08-01,2026-03-31,578,29667,29655,만년동 초원아파트105동 육교 밑,36.368247,127.379332,서구,만년동,대전광역시 서구 만년동 401,608,0.9507,59322,True,ACTIVE
ST0025,2024-08-01,2026-04-01,579,29076,29129,둔산동 큰마을네거리,36.348711,127.377134,서구,둔산동,대전광역시 서구 둔산동 1535,609,0.9507,58205,True,ACTIVE
ST1239,2024-08-01,2026-04-01,584,29036,29110,봉명동 자이아파트 GS25 앞,36.355064,127.337373,유성구,봉명동,대전광역시 유성구 봉명동 469-46,609,0.9589,58146,True,ACTIVE
ST1051,2024-08-01,2026-04-01,578,28982,29083,월평역 이마트 트레이더스,36.358472,127.361088,서구,월평동,대전광역시 서구 월평동 1529,609,0.9491,58065,True,ACTIVE
ST1075,2024-08-01,2026-04-01,585,28790,29070,용문역 5번출구,36.338619,127.393125,서구,탄방동,대전광역시 서구 탄방동 544,609,0.9606,57860,True,ACTIVE
ST0094,2024-08-01,2026-03-31,584,28816,28842,갈마동 갈마역 2번출구,36.357393,127.37206,서구,갈마동,대전광역시 서구 갈마동 820,608,0.9605,57658,True,ACTIVE
ST0320,2024-08-01,2026-04-01,585,28626,28795,태평동 삼부프라자,36.322955,127.393553,중구,태평동,대전광역시 중구 태평동 395-1,609,0.9606,57421,True,ACTIVE
ST0771,2024-08-01,2026-03-31,577,28274,28295,봉명동 유성온천역 4번출구,36.353637,127.341173,유성구,봉명동,대전광역시 유성구 봉명동 553-2,608,0.949,56569,True,ACTIVE
ST0199,2024-08-01,2026-03-31,587,28196,28251,봉명동 하이랜드 1차,36.358877,127.347443,유성구,봉명동,대전광역시 유성구 봉명동 640-2,608,0.9655,56447,True,ACTIVE
ST0198,2024-08-01,2026-04-01,582,27998,28050,봉명동 노블레스3,36.358541,127.349748,유성구,봉명동,대전광역시 유성구 봉명동 640-8,609,0.9557,56048,True,ACTIVE
ST0447,2024-08-01,2026-04-01,576,27530,27568,만년동 갑천네거리,36.365411,127.370159,서구,만년동,대전광역시 서구 만년동 403,609,0.9458,55098,True,ACTIVE
ST0685,2024-08-01,2026-03-31,578,27238,27743,대흥동네거리 (중앙로역 방면),36.324709,127.428504,중구,대흥동,대전광역시 중구 대흥동 156-2,608,0.9507,54981,True,ACTIVE
ST0385,2024-08-01,2026-04-01,582,26259,26285,둔산동 현대아이텔(시청역 6번출구),36.351441,127.388311,서구,둔산동,대전광역시 서구 둔산동 1455,609,0.9557,52544,True,ACTIVE
ST0374,2024-08-01,2026-04-01,585,25817,25810,구성동 카이스트 다솜관,36.367903,127.356948,유성구,구성동,대전광역시 유성구 구성동 23,609,0.9606,51627,True,ACTIVE
ST1041,2024-08-01,2026-03-31,579,25160,25155,둔산동 둔산청솔아파트(9동),36.351335,127.398595,서구,둔산동,대전광역시 서구 둔산동 2161,608,0.9523,50315,True,ACTIVE
ST0014,2024-08-01,2026-03-31,580,25055,25125,둔산동 가람아파트 상가,36.355878,127.398305,서구,둔산동,대전광역시 서구 둔산동 1805,608,0.9539,50180,True,ACTIVE
ST1066,2024-08-01,2026-03-31,577,24955,25044,가정동 국립중앙과학관,36.37522,127.378129,유성구,가정동,대전광역시 유성구 가정동 54-3,608,0.949,49999,True,ACTIVE
ST1067,2024-08-01,2026-03-31,556,24650,24683,중앙로역 3번출구,36.327822,127.426215,중구,대흥동,대전광역시 중구 대흥동 630,608,0.9145,49333,True,ACTIVE
ST1343,2024-11-25,2026-04-01,448,24349,24587,용문동 둔산더샵엘리프 2단지(204동),36.338994,127.397355,서구,용문동,대전광역시 서구 용문동 231-37,493,0.9087,48936,True,ACTIVE
ST1155,2024-08-01,2026-03-31,586,24371,24426,태평동 쌍용예가,36.322685,127.398107,중구,태평동,대전광역시 중구 태평동 554,608,0.9638,48797,True,ACTIVE
ST0686,2024-08-01,2026-03-31,583,24243,24267,오룡역 1번출구,36.328108,127.405279,중구,오류동,대전광역시 중구 오류동 187-4,608,0.9589,48510,True,ACTIVE
ST0322,2024-08-01,2026-03-31,583,24094,24370,태평동 버드내초등학교,36.319709,127.39242,중구,태평동,대전광역시 중구 태평동 551,608,0.9589,48464,True,ACTIVE
ST0735,2024-08-01,2026-04-01,583,23524,23849,용문동 롯데백화점 뒤 우정어린이공원,36.339969,127.388785,서구,용문동,대전광역시 서구 용문동 249-11,609,0.9573,47373,True,ACTIVE
ST0770,2024-08-01,2026-04-01,577,23620,23679,봉명동 유성온천역 2번출구,36.352878,127.341558,유성구,봉명동,대전광역시 유성구 봉명동 1016-1,609,0.9475,47299,True,ACTIVE
ST0126,2024-08-01,2026-03-31,581,23252,23360,괴정동 롯데백화점 허리사랑병원,36.339836,127.391096,서구,괴정동,대전광역시 서구 괴정동 423-5,608,0.9556,46612,True,ACTIVE
ST0766,2024-08-01,2026-04-01,577,23127,23164,봉명동 스카이뷰로드오피스텔 건너편,36.357527,127.343184,유성구,봉명동,대전광역시 유성구 봉명동 617-1,609,0.9475,46291,True,ACTIVE
ST1139,2024-08-01,2026-03-31,591,22986,23292,태평동 동양파라곤 302동,36.320991,127.387122,중구,태평동,대전광역시 중구 태평동 421-9,608,0.972,46278,True,ACTIVE
ST1243,2024-08-01,2026-04-01,587,22889,23222,내동 맑은아침아파트 121동 입구,36.333336,127.381827,서구,내동,대전광역시 서구 내동 2-16,609,0.9639,46111,True,ACTIVE
ST1225,2024-08-01,2026-03-31,579,22315,22361,월평동 진달래아파트 상가 앞,36.358639,127.368304,서구,월평동,대전광역시 서구 월평동 1515,608,0.9523,44676,True,ACTIVE
ST0376,2024-08-01,2026-04-01,581,22306,22317,구성동 카이스트 세종관,36.370768,127.366645,유성구,구성동,대전광역시 유성구 구성동 23,609,0.954,44623,True,ACTIVE
ST0487,2024-08-01,2026-04-01,584,22221,22332,장대동 장대공원 내 놀이터 옆,36.358342,127.337592,유성구,장대동,대전광역시 유성구 장대동 283-5,609,0.9589,44553,True,ACTIVE
ST0432,2024-08-01,2026-03-31,581,21653,21720,둔산동 샘머리아파트(107동),36.364294,127.390451,서구,둔산동,대전광역시 서구 둔산동 1518,608,0.9556,43373,True,ACTIVE
ST0466,2024-08-01,2026-04-01,577,21596,21600,둔산동 SK브로드밴드,36.351133,127.380637,서구,둔산동,대전광역시 서구 둔산동 1539,609,0.9475,43196,True,ACTIVE
ST1052,2024-08-01,2026-03-31,575,21328,21341,궁동 충남대학교 입구 버스정류장(황금상회),36.361238,127.346071,유성구,궁동,대전광역시 유성구 궁동 485,608,0.9457,42669,True,ACTIVE
ST1196,2024-08-01,2026-04-01,578,21154,21119,만년동 만년네거리 상록수아파트 104동,36.365049,127.379083,서구,만년동,대전광역시 서구 만년동 399-1,609,0.9491,42273,True,ACTIVE
ST0464,2024-08-01,2026-03-31,579,20910,20956,가수원동 올리브영 대전가수원점,36.304983,127.351179,서구,가수원동,대전광역시 서구 가수원동 446-25,608,0.9523,41866,True,ACTIVE
ST0413,2024-08-01,2026-03-31,583,21334,20497,도룡동 대전컨벤션센터,36.374451,127.392019,유성구,도룡동,대전광역시 유성구 도룡동 4-19,608,0.9589,41831,True,ACTIVE
ST1020,2024-08-01,2026-04-01,574,20337,20346,궁동 충대정문오거리1(정문),36.362495,127.344141,유성구,궁동,대전광역시 유성구 궁동 351,609,0.9425,40683,True,ACTIVE
ST0768,2024-08-01,2026-03-31,575,20284,20323,봉명동 유성온천역 7번출구,36.353919,127.341934,유성구,봉명동,대전광역시 유성구 봉명동 551-12,608,0.9457,40607,True,ACTIVE
ST0456,2024-08-01,2026-03-31,575,20263,20300,둔산동 둔산경찰서(대덕대로),36.358615,127.37973,서구,둔산동,대전광역시 서구 둔산동 943,608,0.9457,40563,True,ACTIVE
ST0737,2024-08-01,2026-03-31,579,20177,20262,괴정동 롯데백화점,36.341147,127.389385,서구,괴정동,대전광역시 서구 괴정동 423-1,608,0.9523,40439,True,ACTIVE
ST1018,2024-08-01,2026-03-31,580,20220,19891,장대동 장대네거리(학사마을) ,36.364937,127.338671,유성구,장대동,대전광역시 유성구 장대동 312-3,608,0.9539,40111,True,ACTIVE
ST0892,2024-08-01,2026-03-31,580,19778,19778,죽동 노브랜드,36.368872,127.339351,유성구,죽동,대전광역시 유성구 죽동 709-1,608,0.9539,39556,True,ACTIVE
ST0151,2024-08-01,2026-03-31,577,19476,19714,관평동 티플라자,36.425805,127.389969,유성구,관평동,대전광역시 유성구 관평동 930,608,0.949,39190,True,ACTIVE
ST0670,2024-08-01,2026-04-01,578,19503,19523,가양동 동부터미널건너편 선샤인호텔 웨딩홀,36.349191,127.437827,동구,가양동,대전광역시 동구 가양동 451-1,609,0.9491,39026,True,ACTIVE
ST0195,2024-08-01,2026-03-31,577,19420,19363,봉명동 홍인 오피스텔,36.356149,127.34264,유성구,봉명동,대전광역시 유성구 봉명동 536-9,608,0.949,38783,True,ACTIVE
ST0020,2024-08-01,2026-04-01,579,18838,18887,만년동 기업은행,36.368581,127.379974,서구,만년동,대전광역시 서구 만년동 296,609,0.9507,37725,True,ACTIVE
ST1227,2024-08-01,2026-03-31,584,18694,18895,중리동 한밭캠퍼스빌오피스텔,36.358694,127.427093,대덕구,중리동,대전광역시 대덕구 중리동 430,608,0.9605,37589,True,ACTIVE
ST0013,2024-08-01,2026-04-01,575,18766,18778,둔산동 세이브존,36.351954,127.395413,서구,둔산동,대전광역시 서구 둔산동 1809,609,0.9442,37544,True,ACTIVE
ST0005,2024-08-01,2026-03-31,579,18573,18506,둔산동 목련아파트(103동),36.350037,127.390402,서구,둔산동,대전광역시 서구 둔산동 1510,608,0.9523,37079,True,ACTIVE
ST0392,2024-08-01,2026-03-31,576,18455,18517,탄방동 한가람네거리 삼성디지털프라자,36.346524,127.389871,서구,탄방동,대전광역시 서구 탄방동 792,608,0.9474,36972,True,ACTIVE
ST0125,2024-08-01,2026-03-31,582,18354,18453,가장동 래미안 1단지 건너편(115동),36.332127,127.385649,서구,가장동,대전광역시 서구 가장동 45-9,608,0.9572,36807,True,ACTIVE
ST0393,2024-08-01,2026-03-31,576,18249,18305,탄방동 한가람아파트,36.346847,127.393365,서구,탄방동,대전광역시 서구 탄방동 835,608,0.9474,36554,True,ACTIVE
ST0433,2024-08-01,2026-03-31,581,18162,18180,둔산동 하이투자증권,36.352483,127.390068,서구,둔산동,대전광역시 서구 둔산동 1506,608,0.9556,36342,True,ACTIVE
ST0150,2024-08-01,2026-03-31,580,18094,18186,관평동 롯데마트대덕점(관평중학교 방면) 정류장,36.426897,127.38951,유성구,관평동,대전광역시 유성구 관평동 807,608,0.9539,36280,True,ACTIVE
ST0138,2024-08-01,2026-04-01,587,17973,18184,관평동 테크노타워,36.424915,127.393521,유성구,관평동,대전광역시 유성구 관평동 962,609,0.9639,36157,True,ACTIVE
ST0289,2024-08-01,2026-03-31,578,17941,18163,중리동 한남대학교 후문,36.358592,127.422672,대덕구,중리동,대전광역시 대덕구 중리동 231-2,608,0.9507,36104,True,ACTIVE
ST0875,2024-08-01,2026-03-31,582,17930,17996,태평동 버드내1단지아파트 입구,36.316311,127.388576,중구,태평동,대전광역시 중구 태평동 422-7,608,0.9572,35926,True,ACTIVE
ST0377,2024-08-01,2026-03-31,588,18107,17765,구성동 카이스트 정문,36.36617,127.363896,유성구,구성동,대전광역시 유성구 구성동 23,608,0.9671,35872,True,ACTIVE
ST0012,2024-08-01,2026-03-31,574,17906,17913,둔산동 시청역 8번출구,36.350583,127.386942,서구,둔산동,대전광역시 서구 둔산동 1416,608,0.9441,35819,True,ACTIVE
ST0328,2024-08-01,2026-03-31,581,17775,17816,문지동 민마루근린공원 ,36.392284,127.407027,유성구,문지동,대전광역시 유성구 문지동 673,608,0.9556,35591,True,ACTIVE
ST0124,2024-08-01,2026-03-31,578,17777,17767,용문동 용문역 3번출구,36.337631,127.392142,서구,용문동,대전광역시 서구 용문동 594-10,608,0.9507,35544,True,ACTIVE
ST0531,2024-08-01,2026-04-01,583,17626,17662,태평동 새마을금고 태평본점 옆,36.326326,127.397704,중구,태평동,대전광역시 중구 태평동 555,609,0.9573,35288,True,ACTIVE
ST0410,2024-08-01,2026-03-31,578,17578,17428,오류동 서대전네거리역 3번출구,36.322278,127.411375,중구,오류동,대전광역시 중구 오류동 152-1,608,0.9507,35006,True,ACTIVE
ST1038,2024-08-01,2026-03-31,579,17256,17250,둔산동 둔산여고,36.352995,127.374385,서구,둔산동,대전광역시 서구 둔산동 1526,608,0.9523,34506,True,ACTIVE
ST0765,2024-08-01,2026-03-31,577,17186,17175,궁동 충남대학교(온천교 방면),36.360638,127.34379,유성구,궁동,대전광역시 유성구 궁동 480-6,608,0.949,34361,True,ACTIVE
ST1285,2024-08-01,2026-03-31,578,17156,17176,월평1동 공영주차장 입구,36.356261,127.362776,서구,월평동,대전광역시 서구 월평동 1525,608,0.9507,34332,True,ACTIVE
ST0062,2024-08-01,2026-04-01,585,17056,17098,홍도동 새마을금고 본점 건너편,36.346767,127.425019,동구,홍도동,대전광역시 동구 홍도동 51-7,609,0.9606,34154,True,ACTIVE
ST0453,2024-08-01,2026-03-31,575,17008,17037,만년동 엑스포오피스텔,36.367285,127.382452,서구,만년동,대전광역시 서구 만년동 384,608,0.9457,34045,True,ACTIVE
ST0425,2024-08-01,2026-04-01,579,16979,17055,둔산동 둥지아파트(107동),36.3588,127.390439,서구,둔산동,대전광역시 서구 둔산동 1518,609,0.9507,34034,True,ACTIVE
ST0333,2024-08-01,2026-03-31,577,17029,16964,지족동 노은역 3번출구,36.374293,127.318069,유성구,지족동,대전광역시 유성구 지족동 901-5,608,0.949,33993,True,ACTIVE
ST0398,2024-08-01,2026-03-31,580,17009,16981,도룡동 엑스포과학공원,36.377591,127.37912,유성구,도룡동,대전광역시 유성구 도룡동 3-1,608,0.9539,33990,True,ACTIVE
ST0152,2024-08-01,2026-03-31,586,16778,17055,복수동 초록마을아파트 3단지,36.300386,127.378899,서구,복수동,대전광역시 서구 복수동 613,608,0.9638,33833,True,ACTIVE
ST0505,2024-08-01,2026-03-31,582,16783,16910,문화동 주공3단지아파트(302동),36.310234,127.399399,중구,문화동,대전광역시 중구 문화동 757,608,0.9572,33693,True,ACTIVE
ST1138,2024-08-01,2026-03-31,582,16813,16819,도안동 갑천3블럭 트리풀시티(302동),36.325177,127.348356,서구,도안동,대전광역시 서구 도안동 2353,608,0.9572,33632,True,ACTIVE
ST0416,2024-08-01,2026-03-31,577,16771,16718,월평동 무지개아파트,36.357919,127.377163,서구,월평동,대전광역시 서구 월평동 298,608,0.949,33489,True,ACTIVE
ST0511,2024-08-01,2026-03-31,576,16718,16740,오류동 서대전네거리역 4번출구,36.322718,127.411924,중구,오류동,대전광역시 중구 오류동 195,608,0.9474,33458,True,ACTIVE
ST1111,2024-08-01,2026-03-31,584,16673,16763,태평동 계룡육교 아래,36.333139,127.399188,중구,태평동,대전광역시 중구 태평동 272-1,608,0.9605,33436,True,ACTIVE
ST0327,2024-08-01,2026-04-01,589,16629,16777,전민동 엑스포아파트 4단지(407동),36.396112,127.405244,유성구,전민동,대전광역시 유성구 전민동 464-1,609,0.9672,33406,True,ACTIVE
ST0323,2024-08-01,2026-04-01,583,16475,16626,변동 변동네거리(복음천하교회),36.324294,127.378474,서구,변동,대전광역시 서구 변동 60-2,609,0.9573,33101,True,ACTIVE
ST0329,2024-08-01,2026-03-31,585,16194,16270,전민동 행정복지센터 건너편,36.399515,127.401644,유성구,전민동,대전광역시 유성구 전민동 304-4,608,0.9622,32464,True,ACTIVE
ST0200,2024-08-01,2026-04-01,580,15898,15952,봉명동 사이언스타운,36.354888,127.34463,유성구,봉명동,대전광역시 유성구 봉명동 549-1,609,0.9524,31850,True,ACTIVE
ST0290,2024-08-01,2026-03-31,582,15612,16012,오정동 국민연금공단 북대전지사 정류장,36.358571,127.41251,대덕구,오정동,대전광역시 대덕구 오정동 62-1,608,0.9572,31624,True,ACTIVE
ST0127,2024-08-01,2026-03-31,586,15750,15747,탄방동 롯데백화점 건너편 골드뱅크,36.341391,127.389783,서구,탄방동,대전광역시 서구 탄방동 91-8,608,0.9638,31497,True,ACTIVE
ST0137,2024-08-01,2026-03-31,576,15562,15560,용산동 미래남교(현대아울렛 방면),36.422576,127.396141,유성구,용산동,대전광역시 유성구 용산동 609,608,0.9474,31122,True,ACTIVE
ST1028,2024-08-01,2026-03-31,582,15488,15427,만년동 둔산대공원 입구(버스정류장),36.365018,127.389358,서구,만년동,대전광역시 서구 만년동 399,608,0.9572,30915,True,ACTIVE
ST0455,2024-08-01,2026-03-31,578,15104,15150,만년동 왕가한정식,36.365834,127.381235,서구,만년동,대전광역시 서구 만년동 361,608,0.9507,30254,True,ACTIVE
ST0404,2024-08-01,2026-03-31,574,14984,14924,봉명동 한진오피스텔,36.357899,127.342711,유성구,봉명동,대전광역시 유성구 봉명동 607-3,608,0.9441,29908,True,ACTIVE
ST0184,2024-08-01,2026-04-01,579,14837,14885,신성동 대림두레(101동),36.385114,127.350911,유성구,신성동,대전광역시 유성구 신성동 152-1,609,0.9507,29722,True,ACTIVE
ST0877,2024-08-01,2026-03-31,579,14760,14887,도마동 농도원네거리,36.320287,127.377601,서구,도마동,대전광역시 서구 도마동 65-56,608,0.9523,29647,True,ACTIVE
ST0869,2024-08-01,2026-03-31,578,14751,14839,유천동현대아파트(도마동 방면) 정류장,36.319332,127.400499,중구,유천동,대전광역시 중구 유천동 206-8,608,0.9507,29590,True,ACTIVE
ST1029,2024-08-01,2026-04-01,574,14793,14795,월평동 누리아파트(후문 버스정류장),36.359288,127.374225,서구,월평동,대전광역시 서구 월평동 1510,609,0.9425,29588,True,ACTIVE
ST0017,2024-08-01,2026-03-31,577,14787,14789,월평동 한아름아파트(108동),36.363321,127.374482,서구,월평동,대전광역시 서구 월평3동 1509,608,0.949,29576,True,ACTIVE
ST0879,2024-08-01,2026-04-01,488,14665,14698,도마동 호반써밋(1104동),36.31512,127.378981,서구,도마동,대전광역시 서구 도마동 128-97,609,0.8013,29363,True,ACTIVE
ST0003,2024-08-01,2026-04-01,576,14627,14655,탄방동 한사랑병원,36.348446,127.390052,서구,탄방동,대전광역시 서구 탄방동 730,609,0.9458,29282,True,ACTIVE
ST0011,2024-08-01,2026-03-31,577,14605,14551,탄방동 공무원연금공단 대전지부,36.347026,127.386925,서구,탄방동,대전광역시 서구 탄방동 700,608,0.949,29156,True,ACTIVE
ST0122,2024-08-01,2026-03-31,581,14473,14497,용문동 리베라아이누리 1단지(101동),36.335689,127.39612,서구,용문동,대전광역시 서구 용문동 255-7,608,0.9556,28970,True,ACTIVE
ST1280,2024-08-01,2026-03-31,583,14347,14571,관평동 한화 꿈에그린 10단지(1004동 앞),36.422245,127.391626,유성구,관평동,대전광역시 유성구 관평동 1280,608,0.9589,28918,True,ACTIVE
ST0769,2024-08-01,2026-03-31,571,14421,14419,봉명동 유성온천역 8번출구,36.353804,127.341941,유성구,봉명동,대전광역시 유성구 봉명동 551-12,608,0.9391,28840,True,ACTIVE
ST0865,2024-08-01,2026-03-31,579,14239,14288,도마동 효성타운아파트 입구 정류장,36.311649,127.383162,서구,도마동,대전광역시 서구 도마동 180-9,608,0.9523,28527,True,ACTIVE
ST1110,2024-08-01,2026-03-31,583,14181,14338,신성동 수천이들근린공원,36.393719,127.352894,유성구,신성동,대전광역시 유성구 신성동 494,608,0.9589,28519,True,ACTIVE
ST1355,2024-12-10,2026-03-31,406,13956,14501,전민동 엑스포아파트 307동,36.397126,127.410186,유성구,문지동,대전광역시 유성구 문지동 1-6,477,0.8512,28457,True,ACTIVE
ST0747,2024-08-01,2026-03-31,579,14023,14129,봉산동 송강프라자 대각선 건너편,36.43585,127.387021,유성구,봉산동,대전광역시 유성구 봉산동 208-10,608,0.9523,28152,True,ACTIVE
ST0067,2024-08-01,2026-03-31,581,14150,13943,삼성동 솔브릿지 국제대학,36.339191,127.433185,동구,삼성동,대전광역시 동구 삼성동 150-27,608,0.9556,28093,True,ACTIVE
ST0317,2024-08-01,2026-03-31,581,14050,14032,용문동 롯데렌터카,36.332371,127.393726,서구,용문동,대전광역시 서구 용문동 282-7,608,0.9556,28082,True,ACTIVE
